Resource, Numa, Start, End, Duration, Explicit, Aff, Strict, Tag, Name
4, 0, 1527065178913572703, 1527065178936734070, 23161367, 1, 2, 1, 0, init
9, 1, 1527065178914168370, 1527065178932667379, 18499009, 1, 2, 1, 1, init
22, 2, 1527065178914320722, 1527065178953887613, 39566891, 1, 2, 1, 2, init
28, 3, 1527065178914462729, 1527065178954260635, 39797906, 1, 2, 1, 3, init
37, 4, 1527065178914619687, 1527065178953107837, 38488150, 1, 2, 1, 4, init
45, 5, 1527065178914815533, 1527065178953585081, 38769548, 1, 2, 1, 5, init
55, 6, 1527065178915028812, 1527065178955088000, 40059188, 1, 2, 1, 6, init
60, 7, 1527065178915269057, 1527065178954275024, 39005967, 1, 2, 1, 7, init
7, 0, 1527065178915272554, 1527065178939666631, 24394077, 1, 2, 1, 0, init
15, 1, 1527065178915280597, 1527065178933512410, 18231813, 1, 2, 1, 1, init
17, 2, 1527065178915287699, 1527065178954858781, 39571082, 1, 2, 1, 2, init
25, 3, 1527065178915296688, 1527065178955041271, 39744583, 1, 2, 1, 3, init
33, 4, 1527065178915302973, 1527065178953721602, 38418629, 1, 2, 1, 4, init
43, 5, 1527065178915312352, 1527065178954144207, 38831855, 1, 2, 1, 5, init
52, 6, 1527065178915320868, 1527065178954401164, 39080296, 1, 2, 1, 6, init
59, 7, 1527065178915328850, 1527065178954820016, 39491166, 1, 2, 1, 7, init
5, 0, 1527065178915335362, 1527065178939258083, 23922721, 1, 2, 1, 0, init
13, 1, 1527065178915342604, 1527065178932905692, 17563088, 1, 2, 1, 1, init
20, 2, 1527065178915354515, 1527065178953916404, 38561889, 1, 2, 1, 2, init
29, 3, 1527065178915365826, 1527065178954589359, 39223533, 1, 2, 1, 3, init
36, 4, 1527065178915370333, 1527065178953150361, 37780028, 1, 2, 1, 4, init
47, 5, 1527065178915380537, 1527065178954234348, 38853811, 1, 2, 1, 5, init
50, 6, 1527065178915392060, 1527065178956310783, 40918723, 1, 2, 1, 6, init
61, 7, 1527065178915400204, 1527065178954427125, 39026921, 1, 2, 1, 7, init
2, 0, 1527065178915406918, 1527065178940039527, 24632609, 1, 2, 1, 0, init
12, 1, 1527065178915412860, 1527065178933267900, 17855040, 1, 2, 1, 1, init
18, 2, 1527065178915430094, 1527065178954791895, 39361801, 1, 2, 1, 2, init
32, 4, 1527065178915431069, 1527065178953677736, 38246667, 1, 2, 1, 4, init
27, 3, 1527065178915437429, 1527065178955362218, 39924789, 1, 2, 1, 3, init
41, 5, 1527065178915444751, 1527065178955067700, 39622949, 1, 2, 1, 5, init
53, 6, 1527065178915445190, 1527065178954400935, 38955745, 1, 2, 1, 6, init
58, 7, 1527065178915450805, 1527065178955616118, 40165313, 1, 2, 1, 7, init
1, 0, 1527065178915453502, 1527065178940203967, 24750465, 1, 2, 1, 0, init
10, 1, 1527065178915460910, 1527065178933934118, 18473208, 1, 2, 1, 1, init
16, 2, 1527065178915477934, 1527065178954973180, 39495246, 1, 2, 1, 2, init
31, 3, 1527065178915495803, 1527065178955822515, 40326712, 1, 2, 1, 3, init
34, 4, 1527065178915499638, 1527065178954114363, 38614725, 1, 2, 1, 4, init
44, 5, 1527065178915507079, 1527065178953669634, 38162555, 1, 2, 1, 5, init
49, 6, 1527065178915510686, 1527065178956726553, 41215867, 1, 2, 1, 6, init
57, 7, 1527065178915518779, 1527065178954566031, 39047252, 1, 2, 1, 7, init
6, 0, 1527065178915530840, 1527065178940836899, 25306059, 1, 2, 1, 0, init
8, 1, 1527065178915532444, 1527065178934521665, 18989221, 1, 2, 1, 1, init
26, 3, 1527065178915568171, 1527065178957532464, 41964293, 1, 2, 1, 3, init
39, 4, 1527065178915576262, 1527065178954136340, 38560078, 1, 2, 1, 4, init
23, 2, 1527065178915577618, 1527065178958692331, 43114713, 1, 2, 1, 2, init
46, 5, 1527065178915604391, 1527065178953985102, 38380711, 1, 2, 1, 5, init
48, 6, 1527065178915608825, 1527065178957458016, 41849191, 1, 2, 1, 6, init
3, 0, 1527065178915611774, 1527065178941700116, 26088342, 1, 2, 1, 0, init
11, 1, 1527065178915623421, 1527065178934852707, 19229286, 1, 2, 1, 1, init
56, 7, 1527065178915634283, 1527065178959872169, 44237886, 1, 2, 1, 7, init
19, 2, 1527065178915661330, 1527065178955694000, 40032670, 1, 2, 1, 2, init
30, 3, 1527065178915665658, 1527065178955466130, 39800472, 1, 2, 1, 3, init
38, 4, 1527065178915693484, 1527065178953799397, 38105913, 1, 2, 1, 4, init
54, 6, 1527065178915696449, 1527065178955041044, 39344595, 1, 2, 1, 6, init
40, 5, 1527065178915700177, 1527065178954555697, 38855520, 1, 2, 1, 5, init
14, 1, 1527065178915710467, 1527065178935145962, 19435495, 1, 2, 1, 1, init
62, 7, 1527065178915720141, 1527065178955338171, 39618030, 1, 2, 1, 7, init
21, 2, 1527065178915748339, 1527065178954769954, 39021615, 1, 2, 1, 2, init
24, 3, 1527065178915750490, 1527065178955954438, 40203948, 1, 2, 1, 3, init
35, 4, 1527065178915762127, 1527065178956463776, 40701649, 1, 2, 1, 4, init
51, 6, 1527065178915779156, 1527065178956980054, 41200898, 1, 2, 1, 6, init
42, 5, 1527065178915784039, 1527065178959212537, 43428498, 1, 2, 1, 5, init
63, 7, 1527065178915785653, 1527065178955908795, 40123142, 1, 2, 1, 7, init
9, 1, 1527065178932705124, 1527065178949275314, 16570190, 1, 2, 1, 1, init
13, 1, 1527065178932916453, 1527065178949584960, 16668507, 1, 2, 1, 1, init
12, 1, 1527065178933278998, 1527065178950087277, 16808279, 1, 2, 1, 1, init
15, 1, 1527065178933529255, 1527065178950855754, 17326499, 1, 2, 1, 1, init
10, 1, 1527065178933948021, 1527065178951384510, 17436489, 1, 2, 1, 1, init
8, 1, 1527065178934537930, 1527065178951462274, 16924344, 1, 2, 1, 1, init
11, 1, 1527065178934869050, 1527065178951854240, 16985190, 1, 2, 1, 1, init
14, 1, 1527065178935163105, 1527065178951652344, 16489239, 1, 2, 1, 1, init
4, 0, 1527065178936799429, 1527065178959451050, 22651621, 1, 2, 1, 0, init
5, 0, 1527065178939269990, 1527065178959430989, 20160999, 1, 2, 1, 0, init
7, 0, 1527065178939674082, 1527065178962565183, 22891101, 1, 2, 1, 0, init
2, 0, 1527065178940063070, 1527065178962770019, 22706949, 1, 2, 1, 0, init
1, 0, 1527065178940214440, 1527065178962551715, 22337275, 1, 2, 1, 0, init
6, 0, 1527065178940872932, 1527065178963494389, 22621457, 1, 2, 1, 0, init
3, 0, 1527065178941746703, 1527065178964517145, 22770442, 1, 2, 1, 0, init
9, 1, 1527065178949298903, 1527065178964763220, 15464317, 1, 2, 1, 1, init
13, 1, 1527065178949593772, 1527065178965229174, 15635402, 1, 2, 1, 1, init
12, 1, 1527065178950112426, 1527065178966015012, 15902586, 1, 2, 1, 1, init
15, 1, 1527065178950866207, 1527065178967610922, 16744715, 1, 2, 1, 1, init
10, 1, 1527065178951393500, 1527065178968467097, 17073597, 1, 2, 1, 1, init
8, 1, 1527065178951470918, 1527065178968494073, 17023155, 1, 2, 1, 1, init
14, 1, 1527065178951661821, 1527065178968442654, 16780833, 1, 2, 1, 1, init
11, 1, 1527065178951863632, 1527065178969064964, 17201332, 1, 2, 1, 1, init
36, 4, 1527065178953178804, 1527065178992181084, 39002280, 1, 2, 1, 4, init
37, 4, 1527065178953178819, 1527065178992251197, 39072378, 1, 2, 1, 4, init
45, 5, 1527065178953619271, 1527065178992311480, 38692209, 1, 2, 1, 5, init
32, 4, 1527065178953690496, 1527065178993674811, 39984315, 1, 2, 1, 4, init
44, 5, 1527065178953698777, 1527065178992312105, 38613328, 1, 2, 1, 5, init
33, 4, 1527065178953757210, 1527065178993485449, 39728239, 1, 2, 1, 4, init
38, 4, 1527065178953812705, 1527065178993915665, 40102960, 1, 2, 1, 4, init
20, 2, 1527065178953928846, 1527065178993472340, 39543494, 1, 2, 1, 2, init
22, 2, 1527065178953928876, 1527065178993770197, 39841321, 1, 2, 1, 2, init
46, 5, 1527065178953995152, 1527065178993551068, 39555916, 1, 2, 1, 5, init
34, 4, 1527065178954134168, 1527065178995648949, 41514781, 1, 2, 1, 4, init
43, 5, 1527065178954159194, 1527065178994177955, 40018761, 1, 2, 1, 5, init
39, 4, 1527065178954164708, 1527065178995007987, 40843279, 1, 2, 1, 4, init
47, 5, 1527065178954270214, 1527065178997428792, 43158578, 1, 2, 1, 5, init
60, 7, 1527065178954309603, 1527065178992831246, 38521643, 1, 2, 1, 7, init
28, 3, 1527065178954322986, 1527065178993432335, 39109349, 1, 2, 1, 3, init
53, 6, 1527065178954427650, 1527065178993548561, 39120911, 1, 2, 1, 6, init
61, 7, 1527065178954438069, 1527065178992884262, 38446193, 1, 2, 1, 7, init
52, 6, 1527065178954454793, 1527065178993490469, 39035676, 1, 2, 1, 6, init
57, 7, 1527065178954588725, 1527065178993838561, 39249836, 1, 2, 1, 7, init
29, 3, 1527065178954600877, 1527065178993559147, 38958270, 1, 2, 1, 3, init
40, 5, 1527065178954639319, 1527065178994504003, 39864684, 1, 2, 1, 5, init
21, 2, 1527065178954790515, 1527065178994212944, 39422429, 1, 2, 1, 2, init
18, 2, 1527065178954821028, 1527065178994484309, 39663281, 1, 2, 1, 2, init
59, 7, 1527065178954881287, 1527065178993569192, 38687905, 1, 2, 1, 7, init
17, 2, 1527065178954920082, 1527065178994736952, 39816870, 1, 2, 1, 2, init
16, 2, 1527065178955031043, 1527065178995326431, 40295388, 1, 2, 1, 2, init
25, 3, 1527065178955050827, 1527065178994466311, 39415484, 1, 2, 1, 3, init
54, 6, 1527065178955051764, 1527065178994040020, 38988256, 1, 2, 1, 6, init
55, 6, 1527065178955111950, 1527065178994817287, 39705337, 1, 2, 1, 6, init
41, 5, 1527065178955137169, 1527065178995259399, 40122230, 1, 2, 1, 5, init
62, 7, 1527065178955367924, 1527065178993338351, 37970427, 1, 2, 1, 7, init
27, 3, 1527065178955407104, 1527065178995831065, 40423961, 1, 2, 1, 3, init
30, 3, 1527065178955484273, 1527065178994819801, 39335528, 1, 2, 1, 3, init
58, 7, 1527065178955672376, 1527065178996017000, 40344624, 1, 2, 1, 7, init
19, 2, 1527065178955744737, 1527065178996336817, 40592080, 1, 2, 1, 2, init
31, 3, 1527065178955896289, 1527065178996403190, 40506901, 1, 2, 1, 3, init
24, 3, 1527065178955986988, 1527065178994945693, 38958705, 1, 2, 1, 3, init
63, 7, 1527065178956021784, 1527065178995044953, 39023169, 1, 2, 1, 7, init
50, 6, 1527065178956331611, 1527065178995976454, 39644843, 1, 2, 1, 6, init
35, 4, 1527065178956515476, 1527065179003647980, 47132504, 1, 2, 1, 4, init
49, 6, 1527065178956755945, 1527065178996289355, 39533410, 1, 2, 1, 6, init
51, 6, 1527065178957059702, 1527065178996913121, 39853419, 1, 2, 1, 6, init
0, 0, 1527065178957322750, 1527065178984184485, 26861735, 1, 2, 1, 0, init
48, 6, 1527065178957516227, 1527065179001550941, 44034714, 1, 2, 1, 6, init
26, 3, 1527065178957570144, 1527065179005897004, 48326860, 1, 2, 1, 3, init
23, 2, 1527065178958752247, 1527065179004976390, 46224143, 1, 2, 1, 2, init
42, 5, 1527065178959261954, 1527065179008313142, 49051188, 1, 2, 1, 5, init
5, 0, 1527065178959463249, 1527065178985392496, 25929247, 1, 2, 1, 0, init
4, 0, 1527065178959464030, 1527065178981983840, 22519810, 1, 2, 1, 0, init
56, 7, 1527065178959889541, 1527065179005950460, 46060919, 1, 2, 1, 7, init
1, 0, 1527065178962561361, 1527065178988250936, 25689575, 1, 2, 1, 0, init
7, 0, 1527065178962576398, 1527065178987931656, 25355258, 1, 2, 1, 0, init
2, 0, 1527065178962790969, 1527065178988550820, 25759851, 1, 2, 1, 0, init
6, 0, 1527065178963518730, 1527065178988883770, 25365040, 1, 2, 1, 0, init
3, 0, 1527065178964548165, 1527065178990655902, 26107737, 1, 2, 1, 0, init
9, 1, 1527065178964798912, 1527065178982492311, 17693399, 1, 2, 1, 1, init
13, 1, 1527065178965236989, 1527065178983038205, 17801216, 1, 2, 1, 1, init
12, 1, 1527065178966027783, 1527065178983905580, 17877797, 1, 2, 1, 1, init
15, 1, 1527065178967634702, 1527065178986024966, 18390264, 1, 2, 1, 1, init
14, 1, 1527065178968450939, 1527065178986917250, 18466311, 1, 2, 1, 1, init
10, 1, 1527065178968473952, 1527065178987159141, 18685189, 1, 2, 1, 1, init
8, 1, 1527065178968501252, 1527065178986870072, 18368820, 1, 2, 1, 1, init
11, 1, 1527065178969073442, 1527065178987572954, 18499512, 1, 2, 1, 1, init
4, 0, 1527065178982007365, 1527065179006298812, 24291447, 1, 2, 1, 0, init
9, 1, 1527065178982514305, 1527065178999520219, 17005914, 1, 2, 1, 1, init
13, 1, 1527065178983053503, 1527065179000164781, 17111278, 1, 2, 1, 1, init
12, 1, 1527065178983939823, 1527065179001007545, 17067722, 1, 2, 1, 1, init
0, 0, 1527065178984222261, 1527065179010154082, 25931821, 1, 2, 1, 0, init
5, 0, 1527065178985399839, 1527065179007071216, 21671377, 1, 2, 1, 0, init
15, 1, 1527065178986035686, 1527065179004316569, 18280883, 1, 2, 1, 1, init
8, 1, 1527065178986878377, 1527065179005281545, 18403168, 1, 2, 1, 1, init
14, 1, 1527065178986938240, 1527065179005234740, 18296500, 1, 2, 1, 1, init
10, 1, 1527065178987168629, 1527065179005525223, 18356594, 1, 2, 1, 1, init
11, 1, 1527065178987584734, 1527065179005958887, 18374153, 1, 2, 1, 1, init
7, 0, 1527065178987971485, 1527065179014222303, 26250818, 1, 2, 1, 0, init
1, 0, 1527065178988280872, 1527065179014730445, 26449573, 1, 2, 1, 0, init
2, 0, 1527065178988563656, 1527065179014949947, 26386291, 1, 2, 1, 0, init
6, 0, 1527065178988892801, 1527065179015827092, 26934291, 1, 2, 1, 0, init
3, 0, 1527065178990665348, 1527065179017229553, 26564205, 1, 2, 1, 0, init
36, 4, 1527065178992201625, 1527065179031530850, 39329225, 1, 2, 1, 4, init
37, 4, 1527065178992264790, 1527065179031825167, 39560377, 1, 2, 1, 4, init
45, 5, 1527065178992334500, 1527065179033114603, 40780103, 1, 2, 1, 5, init
44, 5, 1527065178992334515, 1527065179032751298, 40416783, 1, 2, 1, 5, init
60, 7, 1527065178992857284, 1527065179029748245, 36890961, 1, 2, 1, 7, init
61, 7, 1527065178992894490, 1527065179029936730, 37042240, 1, 2, 1, 7, init
62, 7, 1527065178993406183, 1527065179030948491, 37542308, 1, 2, 1, 7, init
28, 3, 1527065178993462254, 1527065179035365538, 41903284, 1, 2, 1, 3, init
20, 2, 1527065178993502371, 1527065179031897915, 38395544, 1, 2, 1, 2, init
33, 4, 1527065178993518382, 1527065179033526096, 40007714, 1, 2, 1, 4, init
52, 6, 1527065178993535938, 1527065179032119124, 38583186, 1, 2, 1, 6, init
53, 6, 1527065178993562335, 1527065179032101052, 38538717, 1, 2, 1, 6, init
46, 5, 1527065178993566659, 1527065179034348494, 40781835, 1, 2, 1, 5, init
29, 3, 1527065178993583033, 1527065179035484937, 41901904, 1, 2, 1, 3, init
59, 7, 1527065178993613281, 1527065179031445904, 37832623, 1, 2, 1, 7, init
32, 4, 1527065178993794198, 1527065179033854183, 40059985, 1, 2, 1, 4, init
22, 2, 1527065178993815856, 1527065179035281952, 41466096, 1, 2, 1, 2, init
57, 7, 1527065178993912127, 1527065179032448267, 38536140, 1, 2, 1, 7, init
38, 4, 1527065178993987447, 1527065179034487132, 40499685, 1, 2, 1, 4, init
54, 6, 1527065178994126167, 1527065179033174706, 39048539, 1, 2, 1, 6, init
21, 2, 1527065178994235429, 1527065179035381463, 41146034, 1, 2, 1, 2, init
43, 5, 1527065178994274835, 1527065179035410412, 41135577, 1, 2, 1, 5, init
25, 3, 1527065178994477776, 1527065179036810487, 42332711, 1, 2, 1, 3, init
40, 5, 1527065178994541791, 1527065179034687741, 40145950, 1, 2, 1, 5, init
18, 2, 1527065178994566752, 1527065179037550727, 42983975, 1, 2, 1, 2, init
17, 2, 1527065178994747468, 1527065179037559785, 42812317, 1, 2, 1, 2, init
30, 3, 1527065178994885415, 1527065179036606550, 41721135, 1, 2, 1, 3, init
55, 6, 1527065178994897113, 1527065179034016691, 39119578, 1, 2, 1, 6, init
24, 3, 1527065178995059752, 1527065179037474830, 42415078, 1, 2, 1, 3, init
39, 4, 1527065178995083911, 1527065179036265177, 41181266, 1, 2, 1, 4, init
63, 7, 1527065178995120504, 1527065179035137460, 40016956, 1, 2, 1, 7, init
41, 5, 1527065178995285975, 1527065179036476342, 41190367, 1, 2, 1, 5, init
16, 2, 1527065178995482591, 1527065179037948684, 42466093, 1, 2, 1, 2, init
34, 4, 1527065178995706470, 1527065179037671400, 41964930, 1, 2, 1, 4, init
27, 3, 1527065178995889037, 1527065179040049925, 44160888, 1, 2, 1, 3, init
50, 6, 1527065178995992968, 1527065179035610965, 39617997, 1, 2, 1, 6, init
58, 7, 1527065178996076535, 1527065179038718080, 42641545, 1, 2, 1, 7, init
49, 6, 1527065178996307190, 1527065179035211312, 38904122, 1, 2, 1, 6, init
19, 2, 1527065178996376275, 1527065179039221938, 42845663, 1, 2, 1, 2, init
31, 3, 1527065178996458697, 1527065179039660435, 43201738, 1, 2, 1, 3, init
51, 6, 1527065178996981005, 1527065179035979046, 38998041, 1, 2, 1, 6, init
47, 5, 1527065178997496589, 1527065179040180588, 42683999, 1, 2, 1, 5, init
9, 1, 1527065178999535517, 1527065179016749812, 17214295, 1, 2, 1, 1, init
13, 1, 1527065179000186519, 1527065179017837023, 17650504, 1, 2, 1, 1, init
12, 1, 1527065179001016362, 1527065179018178386, 17162024, 1, 2, 1, 1, init
48, 6, 1527065179001604944, 1527065179045979550, 44374606, 1, 2, 1, 6, init
35, 4, 1527065179003677425, 1527065179049994008, 46316583, 1, 2, 1, 4, init
15, 1, 1527065179004342489, 1527065179022285105, 17942616, 1, 2, 1, 1, init
23, 2, 1527065179005016115, 1527065179051778602, 46762487, 1, 2, 1, 2, init
14, 1, 1527065179005246863, 1527065179023363985, 18117122, 1, 2, 1, 1, init
8, 1, 1527065179005297270, 1527065179023620539, 18323269, 1, 2, 1, 1, init
10, 1, 1527065179005546896, 1527065179023569012, 18022116, 1, 2, 1, 1, init
26, 3, 1527065179005955980, 1527065179057231213, 51275233, 1, 2, 1, 3, init
11, 1, 1527065179005971807, 1527065179024090289, 18118482, 1, 2, 1, 1, init
56, 7, 1527065179006016481, 1527065179052524036, 46507555, 1, 2, 1, 7, init
4, 0, 1527065179006314546, 1527065179032771568, 26457022, 1, 2, 1, 0, init
5, 0, 1527065179007081233, 1527065179033838437, 26757204, 1, 2, 1, 0, init
42, 5, 1527065179008392890, 1527065179057443762, 49050872, 1, 2, 1, 5, init
0, 0, 1527065179010185980, 1527065179032980692, 22794712, 1, 2, 1, 0, init
7, 0, 1527065179014236323, 1527065179040442095, 26205772, 1, 2, 1, 0, init
1, 0, 1527065179014749113, 1527065179040750438, 26001325, 1, 2, 1, 0, init
2, 0, 1527065179014959479, 1527065179040762150, 25802671, 1, 2, 1, 0, init
6, 0, 1527065179015859593, 1527065179041232545, 25372952, 1, 2, 1, 0, init
9, 1, 1527065179016764258, 1527065179034024216, 17259958, 1, 2, 1, 1, init
3, 0, 1527065179017238146, 1527065179043181123, 25942977, 1, 2, 1, 0, init
13, 1, 1527065179017846698, 1527065179035462213, 17615515, 1, 2, 1, 1, init
12, 1, 1527065179018191763, 1527065179035550371, 17358608, 1, 2, 1, 1, init
15, 1, 1527065179022293842, 1527065179040223244, 17929402, 1, 2, 1, 1, init
14, 1, 1527065179023372311, 1527065179041256027, 17883716, 1, 2, 1, 1, init
10, 1, 1527065179023577564, 1527065179041814036, 18236472, 1, 2, 1, 1, init
8, 1, 1527065179023629020, 1527065179041905855, 18276835, 1, 2, 1, 1, init
11, 1, 1527065179024115515, 1527065179042137763, 18022248, 1, 2, 1, 1, init
60, 7, 1527065179029787048, 1527065179072226356, 42439308, 1, 2, 1, 7, init
61, 7, 1527065179029956910, 1527065179072520920, 42564010, 1, 2, 1, 7, init
62, 7, 1527065179031015119, 1527065179074191255, 43176136, 1, 2, 1, 7, init
59, 7, 1527065179031472344, 1527065179074613841, 43141497, 1, 2, 1, 7, init
36, 4, 1527065179031549108, 1527065179072699176, 41150068, 1, 2, 1, 4, init
37, 4, 1527065179031849353, 1527065179073127299, 41277946, 1, 2, 1, 4, init
20, 2, 1527065179031937790, 1527065179065679517, 33741727, 1, 2, 1, 2, init
53, 6, 1527065179032128970, 1527065179071088412, 38959442, 1, 2, 1, 6, init
52, 6, 1527065179032130410, 1527065179071077101, 38946691, 1, 2, 1, 6, init
57, 7, 1527065179032505255, 1527065179075545016, 43039761, 1, 2, 1, 7, init
44, 5, 1527065179032768052, 1527065179075013759, 42245707, 1, 2, 1, 5, init
4, 0, 1527065179032823107, 1527065179058447587, 25624480, 1, 2, 1, 0, init
0, 0, 1527065179032997242, 1527065179059265274, 26268032, 1, 2, 1, 0, init
45, 5, 1527065179033150398, 1527065179075574394, 42423996, 1, 2, 1, 5, init
54, 6, 1527065179033207641, 1527065179072794048, 39586407, 1, 2, 1, 6, init
33, 4, 1527065179033553788, 1527065179074948979, 41395191, 1, 2, 1, 4, init
32, 4, 1527065179033862986, 1527065179075228321, 41365335, 1, 2, 1, 4, init
5, 0, 1527065179033872823, 1527065179056771223, 22898400, 1, 2, 1, 0, init
9, 1, 1527065179034038106, 1527065179051448768, 17410662, 1, 2, 1, 1, init
55, 6, 1527065179034098054, 1527065179074042976, 39944922, 1, 2, 1, 6, init
46, 5, 1527065179034356719, 1527065179076376740, 42020021, 1, 2, 1, 5, init
38, 4, 1527065179034499123, 1527065179075457739, 40958616, 1, 2, 1, 4, init
40, 5, 1527065179034716715, 1527065179077840301, 43123586, 1, 2, 1, 5, init
63, 7, 1527065179035202061, 1527065179079379270, 44177209, 1, 2, 1, 7, init
49, 6, 1527065179035249560, 1527065179075836073, 40586513, 1, 2, 1, 6, init
22, 2, 1527065179035300754, 1527065179076603763, 41303009, 1, 2, 1, 2, init
28, 3, 1527065179035386321, 1527065179075328965, 39942644, 1, 2, 1, 3, init
21, 2, 1527065179035410614, 1527065179076466921, 41056307, 1, 2, 1, 2, init
13, 1, 1527065179035473433, 1527065179052869217, 17395784, 1, 2, 1, 1, init
43, 5, 1527065179035499396, 1527065179077187366, 41687970, 1, 2, 1, 5, init
29, 3, 1527065179035523031, 1527065179078359558, 42836527, 1, 2, 1, 3, init
12, 1, 1527065179035559179, 1527065179052559317, 17000138, 1, 2, 1, 1, init
50, 6, 1527065179035655356, 1527065179076288405, 40633049, 1, 2, 1, 6, init
51, 6, 1527065179036034171, 1527065179076824190, 40790019, 1, 2, 1, 6, init
39, 4, 1527065179036303740, 1527065179081250361, 44946621, 1, 2, 1, 4, init
41, 5, 1527065179036532065, 1527065179078693889, 42161824, 1, 2, 1, 5, init
30, 3, 1527065179036634828, 1527065179079414293, 42779465, 1, 2, 1, 3, init
25, 3, 1527065179036819661, 1527065179079984412, 43164751, 1, 2, 1, 3, init
24, 3, 1527065179037531385, 1527065179081028998, 43497613, 1, 2, 1, 3, init
18, 2, 1527065179037591250, 1527065179079351155, 41759905, 1, 2, 1, 2, init
17, 2, 1527065179037648306, 1527065179078786484, 41138178, 1, 2, 1, 2, init
34, 4, 1527065179037721728, 1527065179082361672, 44639944, 1, 2, 1, 4, init
16, 2, 1527065179038026180, 1527065179078696439, 40670259, 1, 2, 1, 2, init
58, 7, 1527065179038769364, 1527065179085724424, 46955060, 1, 2, 1, 7, init
19, 2, 1527065179039263845, 1527065179080560217, 41296372, 1, 2, 1, 2, init
31, 3, 1527065179039734291, 1527065179083704860, 43970569, 1, 2, 1, 3, init
27, 3, 1527065179040097689, 1527065179085498904, 45401215, 1, 2, 1, 3, init
47, 5, 1527065179040199804, 1527065179084742646, 44542842, 1, 2, 1, 5, init
15, 1, 1527065179040233034, 1527065179058259112, 18026078, 1, 2, 1, 1, init
7, 0, 1527065179040451033, 1527065179066599911, 26148878, 1, 2, 1, 0, init
1, 0, 1527065179040756485, 1527065179067039589, 26283104, 1, 2, 1, 0, init
2, 0, 1527065179040771398, 1527065179067709542, 26938144, 1, 2, 1, 0, init
6, 0, 1527065179041243300, 1527065179067451878, 26208578, 1, 2, 1, 0, init
14, 1, 1527065179041266631, 1527065179059502961, 18236330, 1, 2, 1, 1, init
10, 1, 1527065179041828144, 1527065179060069742, 18241598, 1, 2, 1, 1, init
8, 1, 1527065179041934526, 1527065179060169598, 18235072, 1, 2, 1, 1, init
11, 1, 1527065179042167829, 1527065179060562517, 18394688, 1, 2, 1, 1, init
3, 0, 1527065179043204185, 1527065179069781943, 26577758, 1, 2, 1, 0, init
48, 6, 1527065179046083637, 1527065179093034733, 46951096, 1, 2, 1, 6, init
35, 4, 1527065179050048691, 1527065179096829607, 46780916, 1, 2, 1, 4, init
9, 1, 1527065179051456040, 1527065179068450445, 16994405, 1, 2, 1, 1, init
23, 2, 1527065179051812282, 1527065179099292748, 47480466, 1, 2, 1, 2, init
12, 1, 1527065179052567227, 1527065179069460310, 16893083, 1, 2, 1, 1, init
56, 7, 1527065179052612630, 1527065179100537687, 47925057, 1, 2, 1, 7, init
13, 1, 1527065179052876387, 1527065179069503053, 16626666, 1, 2, 1, 1, init
5, 0, 1527065179056782377, 1527065179082680828, 25898451, 1, 2, 1, 0, init
26, 3, 1527065179057258270, 1527065179106987247, 49728977, 1, 2, 1, 3, init
42, 5, 1527065179057516287, 1527065179107549492, 50033205, 1, 2, 1, 5, init
15, 1, 1527065179058267158, 1527065179074974520, 16707362, 1, 2, 1, 1, init
4, 0, 1527065179058456090, 1527065179084117272, 25661182, 1, 2, 1, 0, init
0, 0, 1527065179059278582, 1527065179082280426, 23001844, 1, 2, 1, 0, init
14, 1, 1527065179059528069, 1527065179076804692, 17276623, 1, 2, 1, 1, init
10, 1, 1527065179060076380, 1527065179077336199, 17259819, 1, 2, 1, 1, init
8, 1, 1527065179060176901, 1527065179077386461, 17209560, 1, 2, 1, 1, init
11, 1, 1527065179060569024, 1527065179077862135, 17293111, 1, 2, 1, 1, init
20, 2, 1527065179065818833, 1527065179100905745, 35086912, 1, 2, 1, 2, init
7, 0, 1527065179066621501, 1527065179092807936, 26186435, 1, 2, 1, 0, init
1, 0, 1527065179067055743, 1527065179093264985, 26209242, 1, 2, 1, 0, init
6, 0, 1527065179067455843, 1527065179093068462, 25612619, 1, 2, 1, 0, init
2, 0, 1527065179067723122, 1527065179093739660, 26016538, 1, 2, 1, 0, init
9, 1, 1527065179068459393, 1527065179085748832, 17289439, 1, 2, 1, 1, init
12, 1, 1527065179069467915, 1527065179086225627, 16757712, 1, 2, 1, 1, init
13, 1, 1527065179069526528, 1527065179086853317, 17326789, 1, 2, 1, 1, init
3, 0, 1527065179069804688, 1527065179095897273, 26092585, 1, 2, 1, 0, init
52, 6, 1527065179071089236, 1527065179114929176, 43839940, 1, 2, 1, 6, init
53, 6, 1527065179071107084, 1527065179115110005, 44002921, 1, 2, 1, 6, init
60, 7, 1527065179072259544, 1527065179116289741, 44030197, 1, 2, 1, 7, init
61, 7, 1527065179072584131, 1527065179117270660, 44686529, 1, 2, 1, 7, init
36, 4, 1527065179072766522, 1527065179110065673, 37299151, 1, 2, 1, 4, init
54, 6, 1527065179072822821, 1527065179116613619, 43790798, 1, 2, 1, 6, init
37, 4, 1527065179073171247, 1527065179116601645, 43430398, 1, 2, 1, 4, init
55, 6, 1527065179074148487, 1527065179119159551, 45011064, 1, 2, 1, 6, init
62, 7, 1527065179074214411, 1527065179119152372, 44937961, 1, 2, 1, 7, init
59, 7, 1527065179074643444, 1527065179119546301, 44902857, 1, 2, 1, 7, init
